dateindex,date,date_integer,AG,AR,AI,BL,BS,BE,FR,GE,GL,GR,JU,LU,NE,NW,OW,SG,SH,SZ,SO,TI,TG,UR,VD,VS,ZG,ZH
2016-11-14,2016-11-14,442,3.0,49.0,,7.0,5.0,6.0,3.0,1.0,32.0,8.0,,6.0,,,100.0,5.0,,7.0,8.0,,4.0,,1.0,3.0,9.0,5.0
2016-11-15,2016-11-15,443,13.0,73.0,,30.0,21.0,21.0,9.0,7.0,,22.0,,20.0,,,,22.0,56.0,100.0,13.0,6.0,32.0,98.0,2.0,,32.0,20.0
2016-11-16,2016-11-16,444,17.0,,,28.0,17.0,19.0,,3.0,100.0,22.0,,18.0,12.0,68.0,,15.0,37.0,36.0,23.0,,24.0,,2.0,,13.0,15.0
2016-11-17,2016-11-17,445,26.0,77.0,,11.0,13.0,12.0,,5.0,,11.0,,20.0,,,,15.0,,20.0,,6.0,19.0,100.0,,9.0,14.0,13.0
2016-11-18,2016-11-18,446,26.0,,,70.0,40.0,62.0,,6.0,,32.0,,57.0,,,,73.0,100.0,,60.0,,53.0,,8.0,,,47.0
2016-11-19,2016-11-19,447,61.0,,,41.0,22.0,10.0,20.0,,,40.0,,21.0,35.0,,,27.0,96.0,100.0,19.0,,32.0,,10.0,19.0,,29.0
2016-11-20,2016-11-20,448,13.0,69.0,,13.0,28.0,21.0,,6.0,,25.0,,32.0,,,100.0,31.0,,22.0,9.0,14.0,29.0,,,9.0,38.0,16.0
2016-11-21,2016-11-21,449,28.0,,,35.0,14.0,24.0,16.0,7.0,,11.0,,28.0,,,100.0,16.0,41.0,19.0,12.0,,19.0,,2.0,8.0,37.0,15.0
2016-11-22,2016-11-22,450,18.0,100.0,,15.0,14.0,12.0,13.0,2.0,,30.0,,27.0,9.0,,89.0,22.0,58.0,22.0,22.0,4.0,19.0,,,10.0,10.0,10.0
2016-11-23,2016-11-23,451,7.0,33.0,,11.0,4.0,10.0,4.0,2.0,46.0,16.0,,6.0,,,100.0,12.0,,,9.0,3.0,6.0,,1.0,4.0,6.0,7.0
2016-11-24,2016-11-24,452,18.0,,,15.0,17.0,8.0,6.0,3.0,,30.0,,28.0,,100.0,76.0,18.0,27.0,,15.0,4.0,14.0,72.0,,6.0,40.0,10.0
2016-11-25,2016-11-25,453,9.0,,100.0,8.0,7.0,4.0,,,,6.0,,6.0,,27.0,,2.0,,7.0,6.0,,5.0,,1.0,,5.0,4.0
2016-11-26,2016-11-26,454,20.0,,,18.0,10.0,11.0,7.0,,,29.0,,17.0,,64.0,100.0,9.0,,16.0,10.0,,10.0,,,,12.0,9.0
2016-11-27,2016-11-27,455,14.0,100.0,,9.0,5.0,13.0,21.0,2.0,,9.0,,28.0,,,99.0,17.0,28.0,45.0,23.0,5.0,10.0,,2.0,7.0,13.0,11.0
2016-11-28,2016-11-28,456,15.0,,,15.0,14.0,18.0,17.0,4.0,87.0,22.0,,30.0,,,100.0,13.0,38.0,19.0,21.0,6.0,19.0,,2.0,8.0,26.0,13.0
2016-11-29,2016-11-29,457,29.0,66.0,,15.0,11.0,18.0,,4.0,,23.0,,25.0,,,,25.0,,38.0,39.0,,13.0,100.0,4.0,9.0,,12.0
2016-11-30,2016-11-30,458,23.0,80.0,,42.0,18.0,18.0,,2.0,,42.0,,25.0,12.0,,100.0,19.0,40.0,41.0,25.0,,13.0,83.0,2.0,,,11.0
2016-12-01,2016-12-01,459,25.0,64.0,,29.0,10.0,21.0,17.0,2.0,,11.0,,15.0,,65.0,98.0,18.0,,19.0,16.0,,12.0,100.0,2.0,,19.0,17.0
2016-12-02,2016-12-02,460,23.0,,,13.0,12.0,29.0,,5.0,,23.0,,9.0,,,,29.0,100.0,26.0,17.0,,33.0,,,11.0,26.0,11.0
2016-12-03,2016-12-03,461,11.0,,,19.0,13.0,12.0,,3.0,,9.0,,23.0,,,100.0,11.0,91.0,18.0,7.0,5.0,21.0,,,,28.0,14.0
2016-12-04,2016-12-04,462,28.0,99.0,,15.0,21.0,29.0,22.0,,,47.0,,33.0,,100.0,,26.0,,79.0,27.0,,34.0,,3.0,,43.0,23.0
2016-12-05,2016-12-05,463,13.0,31.0,,9.0,6.0,10.0,6.0,1.0,,11.0,,10.0,,32.0,100.0,8.0,17.0,14.0,16.0,,12.0,48.0,,,7.0,8.0
2016-12-06,2016-12-06,464,19.0,45.0,,11.0,8.0,10.0,17.0,4.0,,12.0,,19.0,,100.0,,17.0,27.0,14.0,26.0,,26.0,,,,,14.0
2016-12-07,2016-12-07,465,6.0,,,11.0,6.0,12.0,,1.0,,10.0,,13.0,,41.0,100.0,10.0,24.0,,7.0,,14.0,,1.0,5.0,12.0,8.0
2016-12-08,2016-12-08,466,6.0,21.0,100.0,6.0,2.0,6.0,3.0,1.0,24.0,3.0,,6.0,,,,5.0,,,7.0,,6.0,,1.0,3.0,7.0,4.0
2016-12-09,2016-12-09,467,23.0,,,36.0,29.0,26.0,21.0,9.0,,49.0,,33.0,,,,36.0,,77.0,57.0,,30.0,,5.0,20.0,100.0,27.0
2016-12-10,2016-12-10,468,6.0,26.0,100.0,12.0,7.0,4.0,6.0,1.0,,4.0,,8.0,,,,7.0,13.0,,7.0,5.0,9.0,,1.0,,,3.0
2016-12-11,2016-12-11,469,14.0,,,8.0,3.0,7.0,,3.0,,5.0,,12.0,,,100.0,4.0,18.0,,9.0,6.0,24.0,,,,,8.0
2016-12-12,2016-12-12,470,8.0,,100.0,7.0,5.0,5.0,3.0,1.0,,11.0,,10.0,,25.0,32.0,7.0,,7.0,8.0,2.0,11.0,27.0,,6.0,4.0,5.0
2016-12-13,2016-12-13,471,12.0,,,24.0,6.0,9.0,5.0,4.0,53.0,22.0,,18.0,,42.0,100.0,15.0,,23.0,7.0,3.0,28.0,,,5.0,14.0,10.0
2016-12-14,2016-12-14,472,100.0,,,58.0,52.0,69.0,59.0,24.0,,41.0,,57.0,,,,73.0,,71.0,60.0,23.0,68.0,,7.0,30.0,72.0,49.0
2016-12-15,2016-12-15,473,17.0,,,25.0,17.0,16.0,,5.0,100.0,31.0,,10.0,,63.0,,21.0,37.0,36.0,32.0,,11.0,,2.0,,33.0,14.0
2016-12-16,2016-12-16,474,7.0,,100.0,4.0,9.0,5.0,3.0,1.0,,4.0,,6.0,,,,8.0,14.0,11.0,11.0,2.0,14.0,61.0,,,5.0,4.0
2016-12-17,2016-12-17,475,13.0,56.0,,,10.0,9.0,,2.0,,18.0,,10.0,,,,22.0,36.0,17.0,21.0,,22.0,100.0,,,14.0,8.0
2016-12-18,2016-12-18,476,28.0,55.0,,9.0,10.0,14.0,8.0,5.0,100.0,10.0,,20.0,,,,24.0,34.0,,14.0,,35.0,,,,13.0,12.0
2016-12-19,2016-12-19,477,24.0,100.0,,20.0,12.0,9.0,,2.0,,,,14.0,,53.0,79.0,23.0,,,13.0,,20.0,,2.0,,21.0,11.0
2016-12-20,2016-12-20,478,31.0,,,15.0,19.0,30.0,,3.0,,29.0,,13.0,,100.0,,19.0,55.0,60.0,25.0,9.0,70.0,,,,29.0,15.0
2016-12-21,2016-12-21,479,18.0,,,51.0,16.0,28.0,12.0,8.0,,15.0,,38.0,,100.0,,24.0,,29.0,12.0,9.0,26.0,,3.0,12.0,40.0,21.0
2016-12-22,2016-12-22,480,21.0,100.0,,14.0,16.0,12.0,,5.0,,14.0,,15.0,17.0,,,20.0,,,21.0,,17.0,,,11.0,37.0,15.0
2016-12-23,2016-12-23,481,18.0,,,10.0,14.0,11.0,,4.0,87.0,9.0,,15.0,,,100.0,9.0,36.0,18.0,15.0,6.0,24.0,94.0,2.0,,27.0,10.0
2016-12-24,2016-12-24,482,4.0,,,12.0,5.0,2.0,,,,10.0,,8.0,,,,4.0,,41.0,,,28.0,100.0,,,,7.0
2016-12-25,2016-12-25,483,16.0,100.0,,30.0,22.0,17.0,,6.0,,,,24.0,,,,17.0,,27.0,,,,,3.0,8.0,,13.0
2016-12-26,2016-12-26,484,7.0,,100.0,4.0,4.0,5.0,3.0,1.0,,14.0,,3.0,,,,4.0,,8.0,11.0,,5.0,,2.0,2.0,6.0,6.0
2016-12-27,2016-12-27,485,13.0,,,11.0,13.0,10.0,,4.0,100.0,7.0,,16.0,,73.0,97.0,22.0,,39.0,25.0,,19.0,,5.0,9.0,15.0,13.0
2016-12-28,2016-12-28,486,11.0,100.0,,15.0,7.0,13.0,6.0,2.0,,9.0,,7.0,,,,10.0,54.0,15.0,11.0,4.0,17.0,,,4.0,10.0,11.0
2016-12-29,2016-12-29,487,29.0,,,,6.0,18.0,25.0,3.0,,10.0,,9.0,,100.0,,42.0,,27.0,17.0,8.0,57.0,,3.0,8.0,22.0,17.0
2016-12-30,2016-12-30,488,29.0,,,40.0,25.0,19.0,,7.0,,38.0,,26.0,,,,38.0,100.0,28.0,23.0,,54.0,,3.0,9.0,45.0,19.0
2016-12-31,2016-12-31,489,17.0,,,26.0,16.0,6.0,10.0,4.0,100.0,22.0,,5.0,,,,11.0,,,9.0,7.0,14.0,,3.0,7.0,20.0,7.0
2017-01-01,2017-01-01,490,14.0,65.0,,11.0,15.0,8.0,9.0,,,11.0,,20.0,,,100.0,18.0,,29.0,8.0,,27.0,92.0,,,,12.0
2017-01-02,2017-01-02,491,11.0,100.0,,12.0,13.0,13.0,14.0,8.0,,12.0,,20.0,,,71.0,20.0,,15.0,16.0,5.0,10.0,61.0,4.0,,25.0,15.0
2017-01-03,2017-01-03,492,8.0,,,22.0,11.0,12.0,,2.0,100.0,47.0,,24.0,,,,24.0,30.0,37.0,26.0,,,,4.0,6.0,38.0,16.0
2017-01-04,2017-01-04,493,20.0,71.0,,23.0,11.0,14.0,,5.0,100.0,15.0,,23.0,,59.0,74.0,26.0,,,26.0,6.0,35.0,,2.0,6.0,19.0,18.0
2017-01-05,2017-01-05,494,18.0,78.0,,19.0,8.0,17.0,,2.0,,14.0,,18.0,,100.0,,16.0,,30.0,25.0,5.0,19.0,75.0,2.0,5.0,15.0,14.0
2017-01-06,2017-01-06,495,32.0,,,9.0,16.0,11.0,15.0,2.0,,7.0,,8.0,,100.0,88.0,21.0,33.0,38.0,7.0,6.0,32.0,,2.0,6.0,35.0,12.0
2017-01-07,2017-01-07,496,19.0,69.0,,,9.0,22.0,8.0,7.0,,24.0,,13.0,,,,18.0,,18.0,14.0,9.0,11.0,100.0,4.0,,28.0,11.0
2017-01-08,2017-01-08,497,21.0,100.0,,38.0,23.0,14.0,13.0,2.0,,7.0,,24.0,,,,17.0,,16.0,22.0,5.0,9.0,62.0,2.0,11.0,22.0,10.0
2017-01-09,2017-01-09,498,8.0,,100.0,8.0,4.0,5.0,4.0,1.0,75.0,13.0,,8.0,,,,11.0,24.0,11.0,12.0,2.0,15.0,,,3.0,10.0,8.0
2017-01-10,2017-01-10,499,27.0,96.0,,29.0,41.0,38.0,,3.0,,22.0,,31.0,,100.0,,38.0,52.0,87.0,19.0,,63.0,,,,,25.0
2017-01-11,2017-01-11,500,37.0,87.0,,28.0,34.0,33.0,,3.0,,34.0,,25.0,17.0,100.0,,44.0,,68.0,28.0,8.0,34.0,,3.0,,19.0,26.0
2017-01-12,2017-01-12,501,24.0,100.0,,30.0,29.0,23.0,12.0,7.0,,14.0,,24.0,19.0,,,38.0,,31.0,30.0,9.0,46.0,,9.0,11.0,59.0,27.0
2017-01-13,2017-01-13,502,10.0,100.0,,20.0,8.0,11.0,7.0,5.0,,15.0,,23.0,22.0,61.0,,14.0,58.0,,10.0,5.0,44.0,,2.0,12.0,11.0,12.0
2017-01-14,2017-01-14,503,8.0,,,6.0,8.0,9.0,5.0,2.0,,20.0,,14.0,,,100.0,11.0,21.0,32.0,11.0,,14.0,56.0,,4.0,9.0,8.0
2017-01-15,2017-01-15,504,12.0,,100.0,,7.0,8.0,3.0,2.0,32.0,5.0,,10.0,,,,6.0,26.0,13.0,10.0,,10.0,29.0,1.0,,5.0,6.0
2017-01-16,2017-01-16,505,8.0,,100.0,11.0,4.0,6.0,2.0,1.0,27.0,,,7.0,,19.0,29.0,4.0,12.0,11.0,12.0,,7.0,,,3.0,,6.0
2017-01-17,2017-01-17,506,14.0,67.0,,25.0,12.0,15.0,16.0,,95.0,27.0,,44.0,13.0,,100.0,26.0,78.0,59.0,17.0,,30.0,,4.0,,26.0,19.0
2017-01-18,2017-01-18,507,19.0,72.0,,43.0,31.0,23.0,9.0,2.0,,20.0,,29.0,,,,22.0,80.0,56.0,32.0,9.0,40.0,100.0,2.0,,29.0,22.0
2017-01-19,2017-01-19,508,16.0,61.0,,26.0,10.0,20.0,,2.0,,30.0,43.0,14.0,,60.0,,15.0,71.0,36.0,29.0,5.0,17.0,100.0,,,17.0,14.0
2017-01-20,2017-01-20,509,38.0,,,29.0,21.0,19.0,20.0,,100.0,27.0,,14.0,,,,51.0,,47.0,20.0,7.0,29.0,,5.0,9.0,,16.0
2017-01-21,2017-01-21,510,20.0,,,27.0,6.0,17.0,,3.0,100.0,19.0,,20.0,,67.0,,27.0,37.0,29.0,16.0,,18.0,,2.0,7.0,16.0,14.0
2017-01-22,2017-01-22,511,12.0,37.0,,8.0,8.0,11.0,,,,22.0,,13.0,,,40.0,9.0,35.0,14.0,15.0,,12.0,100.0,,3.0,11.0,9.0
2017-01-23,2017-01-23,512,38.0,,,26.0,17.0,18.0,8.0,,80.0,42.0,,22.0,,,,20.0,100.0,70.0,15.0,16.0,22.0,81.0,7.0,7.0,,20.0
2017-01-24,2017-01-24,513,9.0,26.0,100.0,10.0,3.0,5.0,3.0,2.0,47.0,7.0,16.0,9.0,,41.0,35.0,10.0,14.0,7.0,7.0,,13.0,,1.0,,9.0,7.0
2017-01-25,2017-01-25,514,21.0,82.0,,6.0,16.0,17.0,7.0,2.0,,9.0,,15.0,,,,17.0,23.0,17.0,13.0,3.0,18.0,100.0,1.0,5.0,26.0,12.0
2017-01-26,2017-01-26,515,17.0,41.0,,12.0,8.0,14.0,5.0,3.0,100.0,11.0,,16.0,,41.0,,13.0,22.0,22.0,20.0,,11.0,,3.0,9.0,7.0,10.0
2017-01-27,2017-01-27,516,11.0,100.0,,8.0,6.0,9.0,7.0,,36.0,8.0,,9.0,,30.0,,10.0,16.0,8.0,8.0,2.0,13.0,,,3.0,,7.0
2017-01-28,2017-01-28,517,17.0,,,6.0,10.0,12.0,5.0,,100.0,10.0,,10.0,,43.0,62.0,12.0,23.0,12.0,15.0,4.0,27.0,,2.0,4.0,14.0,8.0
2017-01-29,2017-01-29,518,53.0,,,83.0,43.0,32.0,16.0,8.0,,18.0,,51.0,,,,44.0,,99.0,71.0,,53.0,,10.0,,100.0,40.0
2017-01-30,2017-01-30,519,42.0,75.0,,36.0,16.0,25.0,,2.0,,33.0,,35.0,,100.0,,30.0,40.0,20.0,23.0,6.0,21.0,,3.0,,13.0,24.0
2017-01-31,2017-01-31,520,23.0,,,25.0,9.0,15.0,9.0,3.0,66.0,30.0,,26.0,,100.0,,31.0,56.0,14.0,18.0,4.0,15.0,,3.0,8.0,28.0,11.0
2017-02-01,2017-02-01,521,12.0,100.0,,19.0,4.0,9.0,6.0,,,12.0,,15.0,,38.0,,17.0,40.0,19.0,17.0,4.0,32.0,,,5.0,9.0,13.0
2017-02-02,2017-02-02,522,27.0,69.0,,20.0,12.0,18.0,,4.0,85.0,13.0,,27.0,,,100.0,14.0,38.0,56.0,26.0,11.0,55.0,,4.0,,13.0,19.0
2017-02-03,2017-02-03,523,10.0,43.0,,5.0,11.0,10.0,5.0,5.0,100.0,12.0,,11.0,7.0,34.0,,23.0,19.0,30.0,7.0,,8.0,49.0,,4.0,14.0,8.0
2017-02-04,2017-02-04,524,52.0,,,17.0,30.0,33.0,13.0,7.0,,33.0,,21.0,,,,57.0,61.0,63.0,27.0,,32.0,,3.0,10.0,100.0,27.0
2017-02-05,2017-02-05,525,36.0,,,33.0,27.0,22.0,8.0,2.0,,19.0,,19.0,,77.0,100.0,38.0,,20.0,18.0,,13.0,,2.0,7.0,17.0,25.0
2017-02-06,2017-02-06,526,25.0,43.0,,30.0,12.0,10.0,8.0,4.0,,11.0,,12.0,,47.0,100.0,23.0,,12.0,11.0,4.0,24.0,54.0,1.0,,30.0,15.0
2017-02-07,2017-02-07,527,32.0,,,26.0,34.0,32.0,17.0,3.0,100.0,30.0,,23.0,,,,29.0,76.0,52.0,41.0,7.0,40.0,,,9.0,17.0,20.0
2017-02-08,2017-02-08,528,8,,100,5,4,4,5,1,,4,,5,,14,,6,17,6,6,,2,,<1,2,6,4
2017-02-09,2017-02-09,529,9.0,22.0,100.0,10.0,7.0,7.0,3.0,1.0,,9.0,,6.0,,21.0,,11.0,,23.0,18.0,,17.0,,1.0,2.0,,7.0
2017-02-10,2017-02-10,530,10.0,,,4.0,6.0,6.0,3.0,2.0,100.0,8.0,,11.0,,,34.0,9.0,,8.0,5.0,2.0,7.0,,1.0,,6.0,6.0
2017-02-11,2017-02-11,531,19.0,,,15.0,4.0,9.0,6.0,5.0,63.0,19.0,,13.0,,100.0,,16.0,26.0,27.0,18.0,,17.0,59.0,,5.0,,10.0
2017-02-12,2017-02-12,532,10.0,,100.0,13.0,10.0,7.0,,1.0,38.0,16.0,,13.0,,30.0,39.0,17.0,,12.0,7.0,,8.0,,2.0,,10.0,10.0
2017-02-13,2017-02-13,533,27.0,,,45.0,30.0,28.0,34.0,11.0,,48.0,,38.0,,,100.0,35.0,49.0,40.0,23.0,,71.0,,3.0,,19.0,25.0
2017-02-14,2017-02-14,534,10.0,22.0,100.0,8.0,6.0,6.0,,1.0,31.0,7.0,16.0,7.0,,,,9.0,18.0,7.0,14.0,,6.0,27.0,1.0,3.0,14.0,6.0
2017-02-15,2017-02-15,535,14.0,,,10.0,12.0,13.0,4.0,4.0,100.0,9.0,,12.0,,,,18.0,38.0,27.0,12.0,,13.0,,3.0,4.0,31.0,10.0
2017-02-16,2017-02-16,536,34.0,,,37.0,7.0,34.0,10.0,3.0,100.0,23.0,,30.0,,76.0,,32.0,39.0,22.0,24.0,,44.0,,,7.0,16.0,22.0
2017-02-17,2017-02-17,537,17.0,,,23.0,22.0,25.0,10.0,7.0,,37.0,,24.0,,78.0,90.0,20.0,42.0,64.0,39.0,7.0,14.0,100.0,4.0,,16.0,27.0
2017-02-18,2017-02-18,538,6.0,29.0,100.0,13.0,7.0,7.0,3.0,1.0,40.0,8.0,,6.0,,,,6.0,27.0,15.0,7.0,,10.0,,,2.0,20.0,7.0
2017-02-19,2017-02-19,539,36.0,,,29.0,18.0,15.0,8.0,6.0,100.0,16.0,,19.0,,,86.0,19.0,,38.0,23.0,6.0,25.0,,2.0,,23.0,18.0
2017-02-20,2017-02-20,540,20.0,,,15.0,14.0,21.0,9.0,8.0,,24.0,,37.0,13.0,,100.0,43.0,35.0,41.0,17.0,,26.0,,4.0,7.0,41.0,21.0
2017-02-21,2017-02-21,541,9.0,,100.0,12.0,8.0,6.0,3.0,2.0,29.0,3.0,,10.0,4.0,,,7.0,,16.0,10.0,,8.0,65.0,,2.0,13.0,8.0
2017-02-22,2017-02-22,542,17.0,100.0,,12.0,15.0,12.0,5.0,5.0,,23.0,,15.0,,,51.0,16.0,45.0,12.0,10.0,4.0,24.0,,3.0,9.0,8.0,11.0
2017-02-23,2017-02-23,543,18.0,,,16.0,16.0,28.0,9.0,3.0,,18.0,,11.0,12.0,93.0,100.0,29.0,38.0,42.0,34.0,,45.0,,,7.0,14.0,19.0
2017-02-24,2017-02-24,544,10.0,44.0,,15.0,9.0,9.0,5.0,2.0,50.0,10.0,,13.0,,45.0,100.0,21.0,,23.0,13.0,3.0,21.0,,,,16.0,9.0
2017-02-25,2017-02-25,545,4.0,,100.0,9.0,3.0,3.0,,2.0,22.0,5.0,,4.0,,,,5.0,8.0,7.0,7.0,2.0,6.0,,,2.0,4.0,4.0
2017-02-26,2017-02-26,546,18.0,65.0,,22.0,7.0,13.0,,5.0,,15.0,,24.0,,51.0,100.0,20.0,22.0,12.0,10.0,4.0,18.0,,3.0,4.0,9.0,16.0
2017-02-27,2017-02-27,547,24.0,,,19.0,24.0,23.0,7.0,3.0,87.0,28.0,,54.0,,,,31.0,100.0,47.0,15.0,5.0,32.0,,3.0,,,20.0
2017-02-28,2017-02-28,548,13.0,100.0,,8.0,18.0,21.0,6.0,2.0,70.0,12.0,,14.0,,,70.0,21.0,55.0,,27.0,,26.0,65.0,,5.0,10.0,17.0
2017-03-01,2017-03-01,549,17.0,,100.0,12.0,5.0,10.0,9.0,2.0,,16.0,,15.0,,22.0,,6.0,,14.0,13.0,2.0,11.0,,1.0,,7.0,7.0
2017-03-02,2017-03-02,550,21.0,,,22.0,27.0,22.0,8.0,9.0,90.0,39.0,,11.0,,78.0,100.0,18.0,70.0,58.0,25.0,,30.0,,,26.0,54.0,22.0
2017-03-03,2017-03-03,551,19.0,,,35.0,30.0,20.0,,5.0,,56.0,,25.0,,,,12.0,40.0,21.0,14.0,6.0,19.0,100.0,3.0,,21.0,18.0
2017-03-04,2017-03-04,552,36.0,100.0,,49.0,19.0,35.0,,12.0,,31.0,,22.0,,98.0,,22.0,62.0,33.0,40.0,10.0,63.0,,7.0,10.0,25.0,24.0
2017-03-05,2017-03-05,553,35.0,69.0,,25.0,16.0,24.0,7.0,9.0,,9.0,,28.0,13.0,,95.0,24.0,,20.0,16.0,,37.0,100.0,2.0,7.0,16.0,21.0
2017-03-06,2017-03-06,554,42.0,85.0,,62.0,17.0,26.0,26.0,4.0,100.0,49.0,,24.0,,87.0,,53.0,47.0,25.0,43.0,7.0,37.0,,,9.0,18.0,26.0
2017-03-07,2017-03-07,555,25.0,88.0,,37.0,27.0,41.0,,3.0,100.0,23.0,,33.0,,,,25.0,51.0,24.0,41.0,7.0,38.0,,,18.0,17.0,31.0
2017-03-08,2017-03-08,556,26.0,70.0,,25.0,19.0,18.0,,6.0,,33.0,,37.0,13.0,67.0,100.0,24.0,38.0,43.0,17.0,,49.0,96.0,2.0,22.0,32.0,21.0
2017-03-09,2017-03-09,557,11.0,49.0,,28.0,10.0,18.0,9.0,1.0,,10.0,,15.0,,100.0,64.0,19.0,53.0,42.0,18.0,,13.0,64.0,3.0,5.0,20.0,14.0
2017-03-10,2017-03-10,558,14.0,93.0,,24.0,16.0,19.0,9.0,5.0,100.0,20.0,,26.0,,76.0,,23.0,90.0,57.0,14.0,6.0,28.0,,2.0,8.0,15.0,16.0
2017-03-11,2017-03-11,559,73.0,,,,67.0,52.0,,20.0,,41.0,,54.0,,,,76.0,,69.0,27.0,20.0,98.0,,,22.0,100.0,38.0
2017-03-12,2017-03-12,560,8.0,,100.0,12.0,5.0,7.0,2.0,1.0,,6.0,,5.0,,,24.0,9.0,16.0,17.0,4.0,,9.0,,1.0,,5.0,5.0
2017-03-13,2017-03-13,561,24.0,,,30.0,29.0,14.0,6.0,5.0,,15.0,,14.0,10.0,49.0,100.0,24.0,30.0,29.0,32.0,4.0,24.0,84.0,3.0,,,19.0
2017-03-14,2017-03-14,562,55.0,,,27.0,31.0,38.0,,11.0,,59.0,,53.0,,,,29.0,100.0,35.0,74.0,,98.0,,,,89.0,38.0
2017-03-15,2017-03-15,563,37.0,82.0,,21.0,21.0,15.0,,7.0,,42.0,,30.0,,74.0,100.0,24.0,40.0,32.0,23.0,,26.0,,6.0,8.0,20.0,21.0
2017-03-16,2017-03-16,564,16.0,59.0,,14.0,23.0,15.0,12.0,5.0,,23.0,,28.0,,66.0,83.0,38.0,100.0,,40.0,5.0,39.0,,2.0,7.0,12.0,20.0
2017-03-17,2017-03-17,565,31.0,56.0,,19.0,13.0,7.0,13.0,4.0,100.0,55.0,,25.0,12.0,65.0,,22.0,36.0,20.0,20.0,11.0,18.0,,,7.0,27.0,15.0
2017-03-18,2017-03-18,566,4.0,40.0,,10.0,10.0,13.0,5.0,2.0,100.0,11.0,,16.0,,37.0,54.0,13.0,22.0,23.0,7.0,4.0,11.0,,,4.0,18.0,8.0
2017-03-19,2017-03-19,567,20.0,75.0,,23.0,23.0,14.0,,10.0,84.0,28.0,,16.0,,,100.0,36.0,,20.0,32.0,,12.0,,3.0,,51.0,20.0
2017-03-20,2017-03-20,568,9.0,,100.0,9.0,6.0,9.0,,3.0,,7.0,,11.0,,,,9.0,25.0,10.0,8.0,2.0,11.0,,1.0,3.0,7.0,8.0
2017-03-21,2017-03-21,569,23.0,,,43.0,18.0,25.0,8.0,2.0,93.0,20.0,,23.0,13.0,100.0,,15.0,37.0,19.0,17.0,,25.0,95.0,,16.0,37.0,28.0
2017-03-22,2017-03-22,570,23.0,46.0,,21.0,14.0,14.0,6.0,4.0,65.0,23.0,,14.0,,100.0,,26.0,58.0,22.0,16.0,,24.0,,1.0,,20.0,16.0
2017-03-23,2017-03-23,571,16.0,53.0,,16.0,23.0,20.0,,6.0,100.0,24.0,,36.0,,,,26.0,38.0,40.0,41.0,11.0,24.0,,,7.0,26.0,19.0
2017-03-24,2017-03-24,572,38.0,100.0,,39.0,43.0,25.0,11.0,2.0,,39.0,,20.0,,81.0,,34.0,96.0,52.0,26.0,7.0,55.0,,,19.0,34.0,17.0
2017-03-25,2017-03-25,573,16.0,,,17.0,18.0,17.0,,,100.0,10.0,,35.0,,,,31.0,,43.0,17.0,,26.0,,4.0,7.0,16.0,13.0
2017-03-26,2017-03-26,574,23.0,,,21.0,18.0,20.0,6.0,3.0,,28.0,,15.0,,100.0,,25.0,,30.0,49.0,,22.0,87.0,3.0,6.0,10.0,14.0
2017-03-27,2017-03-27,575,16.0,85.0,,15.0,7.0,8.0,6.0,6.0,,30.0,,18.0,,100.0,,21.0,28.0,31.0,26.0,4.0,9.0,65.0,3.0,,39.0,14.0
2017-03-28,2017-03-28,576,4.0,20.0,100.0,5.0,9.0,6.0,3.0,1.0,,8.0,,8.0,,,,4.0,28.0,20.0,9.0,1.0,10.0,26.0,1.0,2.0,7.0,4.0
2017-03-29,2017-03-29,577,30.0,,,12.0,30.0,21.0,15.0,9.0,,32.0,,30.0,,,,43.0,72.0,24.0,27.0,,54.0,100.0,5.0,9.0,45.0,19.0
2017-03-30,2017-03-30,578,20.0,,,18.0,31.0,21.0,8.0,3.0,88.0,19.0,,23.0,12.0,,84.0,21.0,,18.0,24.0,11.0,30.0,100.0,2.0,23.0,18.0,13.0
2017-03-31,2017-03-31,579,11.0,,,18.0,12.0,11.0,,4.0,,7.0,,17.0,,100.0,,15.0,25.0,21.0,20.0,4.0,12.0,64.0,1.0,5.0,18.0,11.0
2017-04-01,2017-04-01,580,12.0,,,23.0,12.0,12.0,6.0,1.0,,14.0,,11.0,,100.0,61.0,17.0,,13.0,11.0,,17.0,67.0,,5.0,22.0,8.0
2017-04-02,2017-04-02,581,13.0,24.0,100.0,9.0,18.0,7.0,7.0,4.0,38.0,7.0,,10.0,,27.0,,8.0,30.0,15.0,5.0,,10.0,36.0,1.0,3.0,6.0,8.0
2017-04-03,2017-04-03,582,23.0,100.0,,32.0,18.0,26.0,12.0,8.0,,39.0,57.0,34.0,,,,28.0,38.0,,12.0,,25.0,91.0,3.0,12.0,34.0,16.0
2017-04-04,2017-04-04,583,28.0,,,39.0,25.0,27.0,9.0,6.0,100.0,17.0,,32.0,,79.0,,23.0,41.0,21.0,23.0,,76.0,,4.0,13.0,35.0,18.0
2017-04-05,2017-04-05,584,30.0,63.0,,31.0,11.0,13.0,,5.0,,22.0,,25.0,,59.0,81.0,19.0,100.0,17.0,32.0,,38.0,,2.0,,34.0,20.0
2017-04-06,2017-04-06,585,17.0,100.0,,40.0,12.0,18.0,13.0,3.0,,13.0,,26.0,,,,22.0,47.0,15.0,16.0,4.0,20.0,,3.0,,10.0,14.0
