dateindex,date,date_integer,AG,AR,AI,BL,BS,BE,FR,GE,GL,GR,JU,LU,NE,NW,OW,SG,SH,SZ,SO,TI,TG,UR,VD,VS,ZG,ZH
2017-08-27,2017-08-27,728,41.0,,,26.0,33.0,20.0,14.0,4.0,,39.0,,34.0,17.0,,100.0,37.0,,45.0,46.0,8.0,21.0,96.0,3.0,9.0,40.0,21.0
2017-08-28,2017-08-28,729,26.0,,,21.0,19.0,33.0,11.0,7.0,,41.0,,13.0,,100.0,,28.0,93.0,61.0,30.0,8.0,46.0,,4.0,11.0,46.0,26.0
2017-08-29,2017-08-29,730,10.0,22.0,100.0,5.0,11.0,6.0,6.0,2.0,31.0,13.0,,10.0,,21.0,,8.0,,7.0,12.0,,31.0,,2.0,6.0,11.0,7.0
2017-08-30,2017-08-30,731,26.0,,,,22.0,25.0,,6.0,100.0,36.0,54.0,61.0,,,94.0,55.0,45.0,,22.0,,55.0,,,,32.0,26.0
2017-08-31,2017-08-31,732,54.0,,,60.0,56.0,48.0,20.0,15.0,,77.0,,51.0,33.0,,,51.0,,100.0,74.0,,86.0,,11.0,19.0,67.0,49.0
2017-09-01,2017-09-01,733,20.0,100.0,,16.0,21.0,13.0,9.0,,,36.0,,26.0,,64.0,,16.0,,37.0,18.0,6.0,23.0,,4.0,9.0,21.0,20.0
2017-09-02,2017-09-02,734,29.0,82.0,,28.0,41.0,22.0,10.0,,,33.0,,12.0,,87.0,100.0,28.0,,36.0,33.0,8.0,52.0,,4.0,20.0,67.0,13.0
2017-09-03,2017-09-03,735,44.0,,,38.0,46.0,23.0,11.0,7.0,,45.0,,54.0,20.0,,,46.0,,100.0,52.0,,47.0,,6.0,12.0,23.0,27.0
2017-09-04,2017-09-04,736,28.0,86.0,,40.0,28.0,32.0,,10.0,,42.0,,47.0,,,,30.0,100.0,25.0,12.0,16.0,30.0,,11.0,11.0,18.0,26.0
2017-09-05,2017-09-05,737,29.0,64.0,,10.0,25.0,29.0,17.0,4.0,98.0,47.0,,26.0,,,85.0,39.0,,19.0,9.0,12.0,31.0,100.0,5.0,17.0,27.0,23.0
2017-09-06,2017-09-06,738,14.0,34.0,,6.0,15.0,16.0,,1.0,100.0,15.0,,22.0,,38.0,,23.0,41.0,21.0,5.0,7.0,10.0,,1.0,5.0,7.0,10.0
2017-09-07,2017-09-07,739,23.0,,,19.0,34.0,24.0,22.0,4.0,,43.0,,46.0,,82.0,100.0,33.0,45.0,,33.0,8.0,23.0,92.0,5.0,,17.0,25.0
2017-09-08,2017-09-08,740,20.0,84.0,,19.0,32.0,26.0,11.0,3.0,100.0,27.0,,30.0,,,94.0,19.0,44.0,48.0,21.0,,22.0,,3.0,,17.0,17.0
2017-09-09,2017-09-09,741,11.0,24.0,100.0,14.0,12.0,7.0,3.0,1.0,41.0,6.0,,5.0,6.0,,,7.0,15.0,30.0,12.0,,7.0,,1.0,,21.0,6.0
2017-09-10,2017-09-10,742,16.0,,,12.0,14.0,10.0,4.0,3.0,100.0,8.0,,18.0,,,38.0,15.0,,10.0,15.0,3.0,24.0,40.0,2.0,8.0,26.0,11.0
2017-09-11,2017-09-11,743,19.0,100.0,,14.0,19.0,13.0,11.0,2.0,,28.0,,15.0,,44.0,55.0,34.0,,26.0,15.0,4.0,20.0,63.0,1.0,6.0,20.0,13.0
2017-09-12,2017-09-12,744,24.0,77.0,,22.0,13.0,19.0,9.0,3.0,,30.0,,27.0,15.0,71.0,,33.0,,41.0,44.0,,13.0,100.0,2.0,9.0,30.0,24.0
2017-09-13,2017-09-13,745,12.0,,,32.0,16.0,18.0,,5.0,98.0,42.0,,35.0,,72.0,100.0,47.0,,,23.0,,42.0,,,9.0,52.0,25.0
2017-09-14,2017-09-14,746,29.0,68.0,,37.0,25.0,15.0,9.0,5.0,100.0,,50.0,16.0,,64.0,78.0,20.0,72.0,29.0,9.0,,23.0,,2.0,8.0,14.0,16.0
2017-09-15,2017-09-15,747,8.0,36.0,100.0,12.0,6.0,7.0,,1.0,37.0,14.0,,10.0,,,,11.0,15.0,8.0,14.0,2.0,5.0,,,,6.0,6.0
2017-09-16,2017-09-16,748,19.0,,,29.0,22.0,18.0,16.0,6.0,100.0,31.0,,23.0,,71.0,74.0,15.0,,20.0,26.0,6.0,25.0,,3.0,17.0,50.0,16.0
2017-09-17,2017-09-17,749,31.0,,,58.0,34.0,52.0,,,,80.0,92.0,58.0,,,,54.0,100.0,69.0,43.0,12.0,31.0,,4.0,44.0,44.0,37.0
2017-09-18,2017-09-18,750,24.0,100.0,,17.0,6.0,15.0,7.0,4.0,63.0,37.0,,24.0,,,,36.0,29.0,47.0,22.0,,47.0,,4.0,,11.0,17.0
2017-09-19,2017-09-19,751,17.0,59.0,100.0,7.0,16.0,9.0,6.0,3.0,42.0,17.0,,14.0,,31.0,36.0,12.0,,35.0,12.0,3.0,16.0,44.0,,,6.0,9.0
2017-09-20,2017-09-20,752,7.0,,,48.0,20.0,22.0,16.0,7.0,,32.0,,43.0,,,100.0,34.0,81.0,22.0,10.0,,,93.0,2.0,,32.0,23.0
2017-09-21,2017-09-21,753,16.0,,,11.0,10.0,13.0,5.0,2.0,100.0,22.0,,17.0,,39.0,,12.0,,10.0,9.0,3.0,12.0,,3.0,14.0,15.0,10.0
2017-09-22,2017-09-22,754,27.0,79.0,,24.0,18.0,22.0,11.0,2.0,,14.0,,48.0,18.0,89.0,,23.0,69.0,71.0,27.0,14.0,58.0,100.0,2.0,,33.0,22.0
2017-09-23,2017-09-23,755,21.0,,,30.0,26.0,21.0,23.0,8.0,,38.0,,26.0,,100.0,,31.0,77.0,39.0,60.0,,23.0,,7.0,23.0,67.0,21.0
2017-09-24,2017-09-24,756,40.0,,,29.0,37.0,22.0,9.0,8.0,91.0,46.0,,18.0,16.0,77.0,100.0,23.0,39.0,41.0,31.0,7.0,13.0,,,9.0,25.0,16.0
2017-09-25,2017-09-25,757,10.0,,100.0,11.0,10.0,10.0,,1.0,34.0,10.0,,10.0,,25.0,33.0,14.0,14.0,7.0,12.0,,6.0,60.0,,3.0,9.0,9.0
2017-09-26,2017-09-26,758,13.0,21.0,100.0,10.0,11.0,6.0,6.0,2.0,,19.0,,11.0,,24.0,44.0,7.0,41.0,7.0,9.0,3.0,,,,3.0,4.0,9.0
2017-09-27,2017-09-27,759,42.0,,,63.0,32.0,34.0,23.0,6.0,,59.0,,43.0,,86.0,,34.0,100.0,92.0,48.0,15.0,16.0,,7.0,,55.0,28.0
2017-09-28,2017-09-28,760,15.0,71.0,,46.0,18.0,21.0,,3.0,,11.0,,15.0,,63.0,,38.0,76.0,20.0,18.0,6.0,40.0,100.0,3.0,,34.0,19.0
2017-09-29,2017-09-29,761,31.0,,,32.0,33.0,27.0,11.0,8.0,,28.0,,33.0,,,100.0,30.0,47.0,24.0,35.0,7.0,16.0,,3.0,12.0,18.0,20.0
2017-09-30,2017-09-30,762,16.0,98.0,,41.0,23.0,29.0,,6.0,100.0,40.0,,34.0,,,,25.0,88.0,46.0,20.0,,14.0,,2.0,,20.0,24.0
2017-10-01,2017-10-01,763,17.0,50.0,,25.0,11.0,14.0,6.0,5.0,,15.0,,32.0,,100.0,59.0,21.0,41.0,,13.0,,8.0,57.0,4.0,12.0,10.0,12.0
2017-10-02,2017-10-02,764,24.0,,,21.0,20.0,29.0,6.0,5.0,,25.0,,28.0,,100.0,57.0,23.0,30.0,16.0,17.0,,17.0,,2.0,13.0,22.0,20.0
2017-10-03,2017-10-03,765,37.0,81.0,,39.0,34.0,34.0,10.0,7.0,,38.0,,51.0,,,91.0,50.0,49.0,25.0,33.0,14.0,34.0,100.0,7.0,31.0,16.0,25.0
2017-10-04,2017-10-04,766,8.0,39.0,100.0,8.0,7.0,6.0,,3.0,,4.0,,9.0,5.0,29.0,,10.0,,17.0,7.0,2.0,16.0,32.0,1.0,,,7.0
2017-10-05,2017-10-05,767,28.0,,,27.0,33.0,26.0,11.0,8.0,,35.0,,61.0,,100.0,,46.0,51.0,,37.0,7.0,29.0,,4.0,12.0,53.0,27.0
2017-10-06,2017-10-06,768,25.0,82.0,,24.0,18.0,24.0,,6.0,,23.0,,46.0,16.0,78.0,,28.0,85.0,23.0,15.0,6.0,51.0,100.0,2.0,9.0,22.0,21.0
2017-10-07,2017-10-07,769,23.0,70.0,,12.0,14.0,16.0,9.0,3.0,,11.0,,20.0,,69.0,100.0,26.0,62.0,21.0,27.0,6.0,30.0,,3.0,9.0,25.0,14.0
2017-10-08,2017-10-08,770,44.0,87.0,,34.0,41.0,29.0,10.0,9.0,,26.0,,49.0,,98.0,100.0,36.0,45.0,79.0,31.0,8.0,28.0,,4.0,,51.0,20.0
2017-10-09,2017-10-09,771,22.0,,,28.0,29.0,25.0,17.0,6.0,100.0,29.0,,22.0,,,84.0,24.0,,62.0,23.0,,44.0,98.0,2.0,18.0,15.0,25.0
2017-10-10,2017-10-10,772,22.0,,,18.0,10.0,12.0,5.0,3.0,59.0,13.0,,16.0,,40.0,100.0,23.0,43.0,12.0,15.0,3.0,14.0,59.0,1.0,5.0,12.0,13.0
2017-10-11,2017-10-11,773,32.0,,,32.0,14.0,33.0,14.0,8.0,,20.0,,42.0,,,,28.0,71.0,35.0,43.0,6.0,14.0,100.0,6.0,30.0,34.0,26.0
2017-10-12,2017-10-12,774,25.0,,,48.0,28.0,22.0,,3.0,,27.0,,27.0,,100.0,,21.0,46.0,24.0,31.0,6.0,14.0,,6.0,9.0,53.0,18.0
2017-10-13,2017-10-13,775,7.0,,100.0,11.0,9.0,6.0,,2.0,,8.0,,12.0,,22.0,,4.0,15.0,15.0,8.0,2.0,7.0,,2.0,3.0,5.0,6.0
2017-10-14,2017-10-14,776,28.0,,,25.0,16.0,20.0,,2.0,100.0,32.0,,18.0,,,,13.0,45.0,,25.0,,30.0,,5.0,,,21.0
2017-10-15,2017-10-15,777,12.0,28.0,100.0,6.0,3.0,11.0,7.0,1.0,,10.0,,8.0,,,,7.0,30.0,7.0,5.0,3.0,15.0,,1.0,3.0,15.0,11.0
2017-10-16,2017-10-16,778,20.0,81.0,,25.0,23.0,29.0,9.0,4.0,,48.0,,29.0,,,,21.0,38.0,37.0,37.0,,26.0,100.0,6.0,9.0,21.0,26.0
2017-10-17,2017-10-17,779,8.0,26.0,100.0,7.0,7.0,5.0,3.0,2.0,32.0,9.0,,10.0,,,,13.0,15.0,7.0,14.0,2.0,7.0,,1.0,,10.0,8.0
2017-10-18,2017-10-18,780,26.0,,,23.0,41.0,24.0,,5.0,100.0,14.0,,41.0,,,,33.0,46.0,22.0,40.0,7.0,43.0,,5.0,11.0,48.0,26.0
2017-10-19,2017-10-19,781,33.0,78.0,,29.0,50.0,22.0,11.0,6.0,,21.0,,21.0,,81.0,100.0,29.0,48.0,22.0,26.0,7.0,23.0,,5.0,11.0,32.0,24.0
2017-10-20,2017-10-20,782,17.0,74.0,,9.0,15.0,15.0,,6.0,,22.0,,21.0,,61.0,,24.0,64.0,,12.0,5.0,11.0,100.0,2.0,8.0,12.0,13.0
2017-10-21,2017-10-21,783,16.0,100.0,,23.0,17.0,19.0,,4.0,,16.0,,13.0,,,,12.0,,20.0,22.0,6.0,13.0,,,6.0,11.0,13.0
2017-10-22,2017-10-22,784,9.0,,100.0,10.0,6.0,4.0,5.0,1.0,23.0,3.0,,6.0,4.0,18.0,41.0,4.0,,5.0,5.0,,6.0,23.0,1.0,2.0,6.0,6.0
2017-10-23,2017-10-23,785,15.0,44.0,,20.0,14.0,11.0,5.0,5.0,51.0,17.0,,21.0,,,100.0,10.0,,29.0,13.0,5.0,25.0,52.0,4.0,18.0,20.0,17.0
2017-10-24,2017-10-24,786,10.0,26.0,100.0,5.0,9.0,5.0,3.0,2.0,36.0,10.0,19.0,11.0,5.0,,,8.0,,17.0,6.0,4.0,4.0,,4.0,4.0,7.0,7.0
2017-10-25,2017-10-25,787,21.0,,,26.0,17.0,20.0,,8.0,,10.0,,21.0,,,,20.0,100.0,15.0,15.0,5.0,20.0,,,8.0,11.0,22.0
2017-10-26,2017-10-26,788,8.0,26.0,100.0,18.0,9.0,10.0,7.0,1.0,,12.0,,6.0,,,,16.0,,7.0,7.0,2.0,9.0,,2.0,4.0,10.0,9.0
2017-10-27,2017-10-27,789,30.0,69.0,,12.0,26.0,22.0,22.0,5.0,100.0,35.0,,25.0,,,,29.0,,34.0,30.0,7.0,46.0,,2.0,11.0,30.0,18.0
2017-10-28,2017-10-28,790,24.0,,,12.0,80.0,16.0,,8.0,,14.0,,27.0,,72.0,,26.0,47.0,46.0,23.0,,,100.0,5.0,15.0,18.0,11.0
2017-10-29,2017-10-29,791,12.0,39.0,100.0,19.0,6.0,9.0,,2.0,,15.0,,16.0,,,,9.0,27.0,18.0,12.0,,10.0,,1.0,4.0,20.0,7.0
2017-10-30,2017-10-30,792,21.0,68.0,,20.0,30.0,18.0,13.0,6.0,,31.0,,31.0,,100.0,,31.0,42.0,20.0,39.0,7.0,60.0,,3.0,10.0,38.0,29.0
2017-10-31,2017-10-31,793,11.0,,100.0,12.0,16.0,11.0,4.0,3.0,49.0,11.0,,17.0,,36.0,,12.0,,9.0,8.0,3.0,8.0,44.0,1.0,4.0,13.0,10.0
2017-11-01,2017-11-01,794,24.0,57.0,,28.0,20.0,19.0,,5.0,100.0,38.0,,41.0,,,,37.0,62.0,20.0,53.0,7.0,41.0,87.0,6.0,10.0,36.0,22.0
2017-11-02,2017-11-02,795,12.0,55.0,100.0,13.0,9.0,8.0,4.0,2.0,38.0,8.0,,11.0,,,65.0,14.0,15.0,8.0,23.0,,14.0,,1.0,,11.0,8.0
2017-11-03,2017-11-03,796,23.0,,,41.0,19.0,15.0,16.0,9.0,100.0,31.0,,36.0,,,,27.0,90.0,58.0,42.0,8.0,34.0,,6.0,,43.0,24.0
2017-11-04,2017-11-04,797,21.0,,,16.0,12.0,17.0,8.0,3.0,55.0,,,10.0,,,45.0,16.0,24.0,35.0,11.0,,28.0,100.0,1.0,,,12.0
2017-11-05,2017-11-05,798,23.0,61.0,,28.0,34.0,22.0,6.0,4.0,59.0,18.0,,24.0,,100.0,,25.0,27.0,18.0,29.0,5.0,23.0,54.0,3.0,,12.0,17.0
2017-11-06,2017-11-06,799,37.0,100.0,,25.0,10.0,22.0,8.0,4.0,,22.0,,20.0,,58.0,,37.0,,25.0,28.0,,29.0,92.0,5.0,8.0,30.0,22.0
2017-11-07,2017-11-07,800,23.0,52.0,,17.0,13.0,24.0,,2.0,,33.0,,15.0,,57.0,74.0,30.0,100.0,49.0,27.0,11.0,39.0,,2.0,11.0,12.0,20.0
2017-11-08,2017-11-08,801,45.0,73.0,,31.0,34.0,21.0,11.0,5.0,,24.0,,48.0,,74.0,100.0,34.0,86.0,82.0,23.0,,35.0,99.0,5.0,,52.0,21.0
2017-11-09,2017-11-09,802,34.0,82.0,,44.0,27.0,27.0,11.0,12.0,,39.0,54.0,30.0,,78.0,100.0,46.0,,23.0,12.0,8.0,29.0,,7.0,,26.0,28.0
2017-11-10,2017-11-10,803,31.0,81.0,,36.0,51.0,21.0,11.0,6.0,100.0,24.0,,33.0,,,,33.0,95.0,23.0,23.0,,51.0,,5.0,11.0,34.0,25.0
2017-11-11,2017-11-11,804,9.0,25.0,100.0,4.0,12.0,6.0,,2.0,,6.0,,7.0,,,,8.0,17.0,16.0,6.0,,8.0,,3.0,3.0,24.0,8.0
2017-11-12,2017-11-12,805,31.0,69.0,,25.0,26.0,27.0,,4.0,100.0,33.0,,41.0,,,97.0,75.0,50.0,23.0,34.0,9.0,21.0,,5.0,11.0,23.0,37.0
2017-11-13,2017-11-13,806,43.0,64.0,,25.0,28.0,24.0,9.0,5.0,82.0,52.0,,31.0,,83.0,85.0,33.0,59.0,28.0,19.0,7.0,25.0,100.0,4.0,,34.0,29.0
2017-11-14,2017-11-14,807,32.0,100.0,,11.0,12.0,15.0,7.0,7.0,,25.0,,31.0,,59.0,,15.0,59.0,36.0,30.0,10.0,23.0,72.0,3.0,7.0,32.0,18.0
2017-11-15,2017-11-15,808,22.0,76.0,,19.0,16.0,14.0,,4.0,,33.0,,35.0,10.0,49.0,52.0,16.0,24.0,19.0,13.0,,16.0,100.0,4.0,6.0,40.0,17.0
2017-11-16,2017-11-16,809,21.0,27.0,100.0,11.0,13.0,14.0,6.0,,36.0,7.0,,15.0,,30.0,,12.0,35.0,13.0,19.0,,14.0,43.0,7.0,8.0,13.0,9.0
2017-11-17,2017-11-17,810,33.0,,,26.0,35.0,17.0,10.0,,92.0,24.0,,23.0,,,,29.0,38.0,21.0,38.0,8.0,52.0,100.0,3.0,10.0,16.0,20.0
2017-11-18,2017-11-18,811,24.0,64.0,,24.0,13.0,29.0,11.0,5.0,91.0,17.0,,23.0,18.0,75.0,,50.0,45.0,44.0,36.0,10.0,69.0,100.0,7.0,,24.0,23.0
2017-11-19,2017-11-19,812,48.0,100.0,,84.0,58.0,67.0,14.0,,,46.0,,41.0,,,,54.0,,86.0,82.0,13.0,90.0,,8.0,34.0,49.0,40.0
2017-11-20,2017-11-20,813,34.0,,,36.0,16.0,24.0,9.0,,,54.0,38.0,17.0,,,76.0,21.0,100.0,36.0,26.0,7.0,50.0,,9.0,13.0,14.0,24.0
2017-11-21,2017-11-21,814,54.0,,,64.0,35.0,28.0,11.0,9.0,100.0,,,53.0,,87.0,99.0,62.0,90.0,23.0,27.0,,,,5.0,22.0,46.0,34.0
2017-11-22,2017-11-22,815,36.0,,,53.0,35.0,19.0,,3.0,73.0,30.0,,27.0,,,69.0,30.0,100.0,16.0,32.0,8.0,15.0,71.0,2.0,,,20.0
2017-11-23,2017-11-23,816,27.0,,,16.0,23.0,15.0,10.0,4.0,100.0,33.0,,48.0,16.0,,97.0,37.0,87.0,44.0,30.0,,20.0,,10.0,,18.0,27.0
2017-11-24,2017-11-24,817,48.0,99.0,,42.0,30.0,39.0,13.0,5.0,,51.0,,22.0,,100.0,,35.0,,29.0,36.0,,26.0,,6.0,,24.0,25.0
2017-11-25,2017-11-25,818,51.0,100.0,,30.0,89.0,48.0,17.0,9.0,,27.0,,44.0,64.0,,,65.0,72.0,73.0,20.0,16.0,91.0,,16.0,16.0,79.0,40.0
2017-11-26,2017-11-26,819,29.0,44.0,,23.0,16.0,15.0,12.0,3.0,49.0,35.0,27.0,33.0,,100.0,55.0,25.0,25.0,37.0,39.0,,27.0,,3.0,6.0,22.0,23.0
2017-11-27,2017-11-27,820,30.0,100.0,,37.0,20.0,22.0,,,,60.0,32.0,21.0,,,,15.0,34.0,24.0,31.0,,30.0,,4.0,15.0,41.0,24.0
2017-11-28,2017-11-28,821,45.0,75.0,,28.0,34.0,19.0,10.0,,100.0,50.0,46.0,18.0,,89.0,,49.0,74.0,21.0,43.0,8.0,34.0,,13.0,19.0,18.0,33.0
2017-11-29,2017-11-29,822,14.0,26.0,100.0,14.0,6.0,6.0,4.0,1.0,,6.0,,15.0,,,30.0,9.0,16.0,12.0,17.0,3.0,20.0,39.0,5.0,3.0,26.0,12.0
2017-11-30,2017-11-30,823,25.0,,,16.0,21.0,20.0,,3.0,,19.0,,18.0,14.0,62.0,,37.0,100.0,25.0,22.0,6.0,20.0,74.0,7.0,,20.0,25.0
2017-12-01,2017-12-01,824,16.0,100.0,,22.0,9.0,17.0,7.0,,69.0,10.0,,24.0,,,59.0,19.0,30.0,14.0,17.0,,19.0,,3.0,,12.0,9.0
2017-12-02,2017-12-02,825,9.0,,100.0,11.0,5.0,11.0,8.0,2.0,33.0,12.0,,12.0,7.0,,33.0,7.0,,9.0,14.0,4.0,21.0,34.0,1.0,,13.0,9.0
2017-12-03,2017-12-03,826,23.0,58.0,,30.0,10.0,26.0,8.0,,67.0,38.0,40.0,34.0,,,,38.0,100.0,39.0,19.0,,26.0,,5.0,7.0,45.0,26.0
2017-12-04,2017-12-04,827,30.0,98.0,,30.0,34.0,28.0,,,,44.0,,22.0,,100.0,,25.0,41.0,19.0,33.0,8.0,32.0,,5.0,29.0,24.0,26.0
2017-12-05,2017-12-05,828,28.0,,,11.0,33.0,30.0,,,,17.0,,36.0,,,91.0,23.0,46.0,100.0,59.0,,29.0,,10.0,10.0,29.0,30.0
2017-12-06,2017-12-06,829,20.0,59.0,,21.0,23.0,22.0,8.0,4.0,,39.0,,25.0,,72.0,66.0,31.0,100.0,26.0,28.0,26.0,21.0,,4.0,15.0,14.0,21.0
2017-12-07,2017-12-07,830,17.0,100.0,,22.0,13.0,11.0,,,,21.0,,17.0,,86.0,,17.0,35.0,23.0,22.0,5.0,18.0,55.0,3.0,6.0,10.0,15.0
2017-12-08,2017-12-08,831,37.0,79.0,,56.0,25.0,39.0,28.0,,,37.0,,51.0,22.0,100.0,,53.0,79.0,41.0,45.0,,,,3.0,13.0,78.0,23.0
2017-12-09,2017-12-09,832,74.0,,,67.0,27.0,34.0,22.0,,,84.0,,100.0,,,,62.0,79.0,41.0,61.0,20.0,66.0,,6.0,37.0,,33.0
2017-12-10,2017-12-10,833,54.0,,,45.0,23.0,18.0,,6.0,,25.0,,31.0,,,,29.0,79.0,58.0,14.0,12.0,31.0,100.0,5.0,,41.0,22.0
2017-12-11,2017-12-11,834,17.0,31.0,100.0,17.0,18.0,12.0,7.0,,,13.0,,18.0,,,,15.0,19.0,18.0,19.0,,13.0,,3.0,,15.0,12.0
2017-12-12,2017-12-12,835,16.0,,100.0,13.0,14.0,10.0,,,,12.0,17.0,16.0,,,68.0,8.0,50.0,13.0,19.0,3.0,16.0,80.0,5.0,4.0,16.0,12.0
2017-12-13,2017-12-13,836,13.0,53.0,100.0,16.0,12.0,12.0,9.0,2.0,38.0,20.0,,9.0,,30.0,,23.0,18.0,13.0,12.0,3.0,24.0,79.0,5.0,8.0,22.0,12.0
2017-12-14,2017-12-14,837,18.0,,,22.0,19.0,19.0,6.0,2.0,47.0,13.0,,24.0,,50.0,100.0,17.0,54.0,34.0,31.0,,16.0,54.0,5.0,8.0,20.0,12.0
2017-12-15,2017-12-15,838,10.0,16.0,100.0,6.0,2.0,6.0,,,21.0,5.0,10.0,5.0,,,,6.0,9.0,,5.0,2.0,6.0,,1.0,,6.0,4.0
2017-12-16,2017-12-16,839,9.0,,100.0,11.0,21.0,4.0,,2.0,31.0,6.0,,16.0,,,60.0,7.0,37.0,16.0,10.0,8.0,16.0,,1.0,7.0,9.0,10.0
2017-12-17,2017-12-17,840,21.0,39.0,100.0,12.0,22.0,9.0,5.0,,43.0,24.0,,13.0,,,,18.0,22.0,32.0,9.0,5.0,27.0,,5.0,,,17.0
2017-12-18,2017-12-18,841,9.0,65.0,100.0,14.0,12.0,13.0,,,,26.0,,20.0,,32.0,79.0,16.0,19.0,18.0,10.0,,26.0,37.0,3.0,8.0,24.0,11.0
2017-12-19,2017-12-19,842,26.0,38.0,,30.0,17.0,15.0,6.0,2.0,,18.0,,17.0,10.0,43.0,100.0,19.0,,24.0,21.0,,49.0,,5.0,6.0,17.0,17.0
2017-12-20,2017-12-20,843,28.0,100.0,,22.0,22.0,14.0,,3.0,,26.0,,17.0,,,53.0,29.0,60.0,22.0,12.0,12.0,19.0,68.0,4.0,10.0,13.0,22.0
2017-12-21,2017-12-21,844,41.0,80.0,,37.0,22.0,16.0,,,100.0,22.0,,24.0,,57.0,64.0,10.0,62.0,47.0,26.0,,25.0,70.0,6.0,,29.0,20.0
2017-12-22,2017-12-22,845,43.0,,,39.0,13.0,15.0,12.0,5.0,100.0,16.0,,20.0,,95.0,,34.0,98.0,24.0,40.0,10.0,16.0,,7.0,16.0,47.0,21.0
2017-12-23,2017-12-23,846,36.0,82.0,,19.0,34.0,18.0,13.0,,,59.0,,35.0,,91.0,,26.0,,,15.0,11.0,32.0,100.0,5.0,10.0,56.0,19.0
2017-12-24,2017-12-24,847,26.0,,,24.0,31.0,20.0,,6.0,100.0,25.0,,20.0,,,,26.0,60.0,45.0,25.0,,14.0,,6.0,,52.0,16.0
2017-12-25,2017-12-25,848,19.0,58.0,,14.0,10.0,15.0,,4.0,100.0,21.0,,9.0,,,43.0,15.0,22.0,20.0,7.0,,16.0,,2.0,,16.0,12.0
2017-12-26,2017-12-26,849,28.0,70.0,,42.0,28.0,30.0,25.0,,,19.0,50.0,18.0,,100.0,82.0,56.0,50.0,50.0,21.0,,50.0,95.0,8.0,17.0,64.0,30.0
2017-12-27,2017-12-27,850,9.0,26.0,100.0,16.0,10.0,11.0,8.0,2.0,,9.0,,11.0,,91.0,31.0,13.0,16.0,8.0,12.0,,5.0,29.0,5.0,3.0,37.0,8.0
2017-12-28,2017-12-28,851,58.0,90.0,,57.0,72.0,33.0,14.0,,,30.0,,84.0,,100.0,88.0,50.0,100.0,40.0,31.0,11.0,53.0,,6.0,9.0,72.0,34.0
2017-12-29,2017-12-29,852,13.0,28.0,100.0,5.0,5.0,10.0,,2.0,39.0,12.0,,12.0,,33.0,30.0,13.0,18.0,18.0,8.0,7.0,17.0,32.0,1.0,4.0,11.0,10.0
2017-12-30,2017-12-30,853,45.0,81.0,,41.0,17.0,19.0,12.0,,100.0,15.0,,45.0,,92.0,,29.0,,74.0,36.0,,31.0,,6.0,11.0,48.0,32.0
2017-12-31,2017-12-31,854,14.0,,,39.0,50.0,14.0,,,,25.0,,22.0,,,,29.0,,49.0,14.0,,48.0,100.0,4.0,,33.0,21.0
2018-01-01,2018-01-01,855,19.0,30.0,,15.0,20.0,11.0,,,100.0,13.0,,10.0,,,,17.0,20.0,10.0,36.0,,6.0,36.0,,5.0,45.0,12.0
2018-01-02,2018-01-02,856,35.0,57.0,,24.0,11.0,24.0,11.0,,59.0,22.0,,28.0,12.0,,44.0,30.0,26.0,50.0,36.0,,38.0,100.0,,5.0,17.0,21.0
2018-01-03,2018-01-03,857,26.0,100.0,,32.0,40.0,22.0,8.0,4.0,64.0,15.0,,16.0,,,,30.0,31.0,63.0,32.0,,30.0,,8.0,5.0,46.0,30.0
2018-01-04,2018-01-04,858,31.0,,,19.0,12.0,18.0,13.0,,,15.0,,22.0,,,46.0,21.0,25.0,25.0,22.0,5.0,16.0,100.0,2.0,,19.0,15.0
2018-01-05,2018-01-05,859,62.0,,,67.0,49.0,38.0,12.0,,,57.0,,35.0,,80.0,,45.0,92.0,46.0,40.0,39.0,23.0,100.0,4.0,8.0,48.0,43.0
2018-01-06,2018-01-06,860,14.0,35.0,,27.0,16.0,11.0,13.0,,100.0,24.0,,31.0,,43.0,,23.0,95.0,36.0,33.0,,31.0,47.0,3.0,5.0,44.0,14.0
2018-01-07,2018-01-07,861,23.0,78.0,,16.0,24.0,18.0,6.0,,100.0,12.0,27.0,28.0,,47.0,,22.0,23.0,43.0,11.0,6.0,30.0,99.0,2.0,10.0,14.0,24.0
2018-01-08,2018-01-08,862,45.0,77.0,,25.0,36.0,44.0,12.0,,,87.0,49.0,27.0,,99.0,100.0,59.0,50.0,93.0,70.0,14.0,88.0,,10.0,47.0,22.0,37.0
2018-01-09,2018-01-09,863,56.0,69.0,,51.0,67.0,30.0,11.0,4.0,92.0,57.0,,52.0,,76.0,94.0,40.0,48.0,45.0,90.0,,44.0,100.0,3.0,9.0,81.0,39.0
2018-01-10,2018-01-10,864,49.0,100.0,,13.0,33.0,29.0,9.0,3.0,,22.0,36.0,29.0,,,,41.0,53.0,49.0,14.0,7.0,27.0,80.0,2.0,,29.0,27.0
2018-01-11,2018-01-11,865,34.0,34.0,,6.0,19.0,18.0,6.0,,100.0,11.0,,23.0,,,39.0,27.0,23.0,16.0,42.0,4.0,18.0,,2.0,,9.0,16.0
2018-01-12,2018-01-12,866,62.0,75.0,,17.0,31.0,38.0,,4.0,100.0,14.0,72.0,30.0,,79.0,89.0,56.0,88.0,43.0,20.0,17.0,44.0,,5.0,,47.0,31.0
