,canton,search_wohnung,date
24682,Bern,21.0,2017-09-28
24683,Schwyz,20.0,2017-09-28
24684,Zürich,19.0,2017-09-28
24685,Solothurn,18.0,2017-09-28
24686,Basel-Stadt,18.0,2017-09-28
24687,Luzern,15.0,2017-09-28
24688,Aargau,15.0,2017-09-28
24689,Graubünden,11.0,2017-09-28
24690,Tessin,6.0,2017-09-28
24691,Waadt,3.0,2017-09-28
24692,Genf,3.0,2017-09-28
24693,Appenzell Innerrhoden,,2017-09-28
24694,Freiburg,,2017-09-28
24695,Glarus,,2017-09-28
24696,Jura,,2017-09-28
24697,Neuenburg,,2017-09-28
24698,Obwalden,,2017-09-28
24699,Wallis,,2017-09-28
24700,Appenzell Innerrhoden,100.0,2017-11-02
24701,Obwalden,65.0,2017-11-02
24702,Appenzell Ausserrhoden,55.0,2017-11-02
24703,Glarus,38.0,2017-11-02
24704,Solothurn,23.0,2017-11-02
24705,Schaffhausen,15.0,2017-11-02
24706,Thurgau,14.0,2017-11-02
24707,Sankt Gallen,14.0,2017-11-02
24708,Basel-Landschaft,13.0,2017-11-02
24709,Aargau,12.0,2017-11-02
24710,Luzern,11.0,2017-11-02
24711,Zug,11.0,2017-11-02
24712,Basel-Stadt,9.0,2017-11-02
24713,Bern,8.0,2017-11-02
24714,Zürich,8.0,2017-11-02
24715,Schwyz,8.0,2017-11-02
24716,Graubünden,8.0,2017-11-02
24717,Freiburg,4.0,2017-11-02
24718,Genf,2.0,2017-11-02
24719,Waadt,1.0,2017-11-02
24720,Jura,,2017-11-02
24721,Neuenburg,,2017-11-02
24722,Nidwalden,,2017-11-02
24723,Tessin,,2017-11-02
24724,Uri,,2017-11-02
24725,Wallis,,2017-11-02
24726,Schaffhausen,100.0,2018-01-31
24727,Schwyz,63.0,2018-01-31
24728,Obwalden,59.0,2018-01-31
24729,Glarus,58.0,2018-01-31
24730,Appenzell Ausserrhoden,51.0,2018-01-31
24731,Basel-Landschaft,49.0,2018-01-31
24732,Nidwalden,48.0,2018-01-31
24733,Thurgau,47.0,2018-01-31
24734,Solothurn,38.0,2018-01-31
24735,Aargau,35.0,2018-01-31
24736,Sankt Gallen,34.0,2018-01-31
24737,Graubünden,33.0,2018-01-31
24738,Luzern,32.0,2018-01-31
24739,Bern,25.0,2018-01-31
24740,Zürich,24.0,2018-01-31
24741,Zug,23.0,2018-01-31
24742,Basel-Stadt,23.0,2018-01-31
24743,Wallis,15.0,2018-01-31
24744,Freiburg,11.0,2018-01-31
24745,Waadt,7.0,2018-01-31
24746,Tessin,6.0,2018-01-31
24747,Genf,3.0,2018-01-31
24748,Appenzell Innerrhoden,,2018-01-31
24749,Jura,,2018-01-31
24750,Neuenburg,,2018-01-31
24751,Uri,,2018-01-31
24752,Glarus,100.0,2016-12-31
24753,Basel-Landschaft,26.0,2016-12-31
24754,Graubünden,22.0,2016-12-31
24755,Zug,20.0,2016-12-31
24756,Aargau,17.0,2016-12-31
24757,Basel-Stadt,16.0,2016-12-31
24758,Thurgau,14.0,2016-12-31
24759,Sankt Gallen,11.0,2016-12-31
24760,Freiburg,10.0,2016-12-31
24761,Solothurn,9.0,2016-12-31
24762,Tessin,7.0,2016-12-31
24763,Zürich,7.0,2016-12-31
24764,Wallis,7.0,2016-12-31
24765,Bern,6.0,2016-12-31
24766,Luzern,5.0,2016-12-31
24767,Genf,4.0,2016-12-31
24768,Waadt,3.0,2016-12-31
24769,Appenzell Innerrhoden,,2016-12-31
24770,Appenzell Ausserrhoden,,2016-12-31
24771,Jura,,2016-12-31
24772,Neuenburg,,2016-12-31
24773,Nidwalden,,2016-12-31
24774,Obwalden,,2016-12-31
24775,Schaffhausen,,2016-12-31
24776,Schwyz,,2016-12-31
24777,Uri,,2016-12-31
24778,Appenzell Ausserrhoden,100.0,2018-05-06
24779,Uri,75.0,2018-05-06
24780,Schwyz,67.0,2018-05-06
24781,Obwalden,60.0,2018-05-06
24782,Schaffhausen,51.0,2018-05-06
24783,Graubünden,44.0,2018-05-06
24784,Aargau,37.0,2018-05-06
24785,Thurgau,35.0,2018-05-06
24786,Basel-Stadt,33.0,2018-05-06
24787,Sankt Gallen,32.0,2018-05-06
24788,Luzern,29.0,2018-05-06
24789,Bern,29.0,2018-05-06
24790,Zug,28.0,2018-05-06
24791,Zürich,26.0,2018-05-06
24792,Solothurn,23.0,2018-05-06
24793,Basel-Landschaft,18.0,2018-05-06
24794,Freiburg,8.0,2018-05-06
24795,Waadt,5.0,2018-05-06
24796,Appenzell Innerrhoden,,2018-05-06
24797,Genf,,2018-05-06
24798,Glarus,,2018-05-06
24799,Jura,,2018-05-06
24800,Neuenburg,,2018-05-06
24801,Nidwalden,,2018-05-06
24802,Tessin,,2018-05-06
24803,Wallis,,2018-05-06
24804,Uri,100.0,2017-07-26
24805,Appenzell Ausserrhoden,91.0,2017-07-26
24806,Schaffhausen,52.0,2017-07-26
24807,Thurgau,46.0,2017-07-26
24808,Sankt Gallen,33.0,2017-07-26
24809,Aargau,30.0,2017-07-26
24810,Schwyz,26.0,2017-07-26
24811,Solothurn,23.0,2017-07-26
24812,Graubünden,23.0,2017-07-26
24813,Zürich,22.0,2017-07-26
24814,Luzern,21.0,2017-07-26
24815,Basel-Landschaft,20.0,2017-07-26
24816,Bern,20.0,2017-07-26
24817,Basel-Stadt,16.0,2017-07-26
24818,Freiburg,11.0,2017-07-26
24819,Wallis,10.0,2017-07-26
24820,Waadt,6.0,2017-07-26
24821,Appenzell Innerrhoden,,2017-07-26
24822,Genf,,2017-07-26
24823,Glarus,,2017-07-26
24824,Jura,,2017-07-26
24825,Neuenburg,,2017-07-26
24826,Nidwalden,,2017-07-26
24827,Obwalden,,2017-07-26
24828,Tessin,,2017-07-26
24829,Zug,,2017-07-26
24830,Glarus,100.0,2017-10-18
24831,Zug,48.0,2017-10-18
24832,Schaffhausen,46.0,2017-10-18
24833,Thurgau,43.0,2017-10-18
24834,Luzern,41.0,2017-10-18
24835,Basel-Stadt,41.0,2017-10-18
24836,Solothurn,40.0,2017-10-18
24837,Sankt Gallen,33.0,2017-10-18
24838,Zürich,26.0,2017-10-18
24839,Aargau,26.0,2017-10-18
24840,Bern,24.0,2017-10-18
24841,Basel-Landschaft,23.0,2017-10-18
24842,Schwyz,22.0,2017-10-18
24843,Graubünden,14.0,2017-10-18
24844,Wallis,11.0,2017-10-18
24845,Tessin,7.0,2017-10-18
24846,Waadt,5.0,2017-10-18
24847,Genf,5.0,2017-10-18
24848,Appenzell Innerrhoden,,2017-10-18
24849,Appenzell Ausserrhoden,,2017-10-18
24850,Freiburg,,2017-10-18
24851,Jura,,2017-10-18
24852,Neuenburg,,2017-10-18
24853,Nidwalden,,2017-10-18
24854,Obwalden,,2017-10-18
24855,Uri,,2017-10-18
24856,Uri,100.0,2016-04-15
24857,Obwalden,93.0,2016-04-15
24858,Appenzell Ausserrhoden,83.0,2016-04-15
24859,Basel-Landschaft,33.0,2016-04-15
24860,Graubünden,27.0,2016-04-15
24861,Zug,24.0,2016-04-15
24862,Luzern,21.0,2016-04-15
24863,Sankt Gallen,19.0,2016-04-15
24864,Bern,19.0,2016-04-15
24865,Schwyz,19.0,2016-04-15
24866,Basel-Stadt,13.0,2016-04-15
24867,Thurgau,12.0,2016-04-15
24868,Zürich,11.0,2016-04-15
24869,Aargau,10.0,2016-04-15
24870,Solothurn,8.0,2016-04-15
24871,Genf,3.0,2016-04-15
24872,Appenzell Innerrhoden,,2016-04-15
24873,Freiburg,,2016-04-15
24874,Glarus,,2016-04-15
24875,Jura,,2016-04-15
24876,Neuenburg,,2016-04-15
24877,Nidwalden,,2016-04-15
24878,Schaffhausen,,2016-04-15
24879,Tessin,,2016-04-15
24880,Waadt,,2016-04-15
24881,Wallis,,2016-04-15
24882,Obwalden,100.0,2017-08-27
24883,Uri,96.0,2017-08-27
24884,Solothurn,46.0,2017-08-27
24885,Schwyz,45.0,2017-08-27
24886,Aargau,41.0,2017-08-27
24887,Zug,40.0,2017-08-27
24888,Graubünden,39.0,2017-08-27
24889,Sankt Gallen,37.0,2017-08-27
24890,Luzern,34.0,2017-08-27
24891,Basel-Stadt,33.0,2017-08-27
24892,Basel-Landschaft,26.0,2017-08-27
24893,Thurgau,21.0,2017-08-27
24894,Zürich,21.0,2017-08-27
24895,Bern,20.0,2017-08-27
24896,Neuenburg,17.0,2017-08-27
24897,Freiburg,14.0,2017-08-27
24898,Wallis,9.0,2017-08-27
24899,Tessin,8.0,2017-08-27
24900,Genf,4.0,2017-08-27
24901,Waadt,3.0,2017-08-27
24902,Appenzell Innerrhoden,,2017-08-27
24903,Appenzell Ausserrhoden,,2017-08-27
24904,Glarus,,2017-08-27
24905,Jura,,2017-08-27
24906,Nidwalden,,2017-08-27
24907,Schaffhausen,,2017-08-27
24908,Uri,100.0,2018-05-13
24909,Thurgau,94.0,2018-05-13
24910,Glarus,89.0,2018-05-13
24911,Obwalden,86.0,2018-05-13
24912,Nidwalden,84.0,2018-05-13
24913,Appenzell Ausserrhoden,83.0,2018-05-13
24914,Zug,79.0,2018-05-13
24915,Graubünden,60.0,2018-05-13
24916,Luzern,45.0,2018-05-13
24917,Solothurn,44.0,2018-05-13
24918,Aargau,41.0,2018-05-13
24919,Bern,41.0,2018-05-13
24920,Basel-Stadt,39.0,2018-05-13
24921,Sankt Gallen,37.0,2018-05-13
24922,Zürich,35.0,2018-05-13
24923,Schwyz,35.0,2018-05-13
24924,Wallis,29.0,2018-05-13
24925,Basel-Landschaft,26.0,2018-05-13
24926,Freiburg,11.0,2018-05-13
24927,Waadt,11.0,2018-05-13
24928,Tessin,10.0,2018-05-13
24929,Appenzell Innerrhoden,,2018-05-13
24930,Genf,,2018-05-13
24931,Jura,,2018-05-13
24932,Neuenburg,,2018-05-13
24933,Schaffhausen,,2018-05-13
24934,Appenzell Ausserrhoden,100.0,2018-04-09
24935,Uri,72.0,2018-04-09
24936,Glarus,71.0,2018-04-09
24937,Obwalden,61.0,2018-04-09
24938,Luzern,45.0,2018-04-09
24939,Graubünden,44.0,2018-04-09
24940,Aargau,44.0,2018-04-09
24941,Sankt Gallen,38.0,2018-04-09
24942,Schaffhausen,33.0,2018-04-09
24943,Bern,32.0,2018-04-09
24944,Solothurn,31.0,2018-04-09
24945,Basel-Stadt,29.0,2018-04-09
24946,Zürich,26.0,2018-04-09
24947,Basel-Landschaft,25.0,2018-04-09
24948,Thurgau,24.0,2018-04-09
24949,Schwyz,24.0,2018-04-09
24950,Zug,19.0,2018-04-09
24951,Freiburg,7.0,2018-04-09
24952,Genf,6.0,2018-04-09
24953,Tessin,6.0,2018-04-09
24954,Waadt,5.0,2018-04-09
24955,Appenzell Innerrhoden,,2018-04-09
24956,Jura,,2018-04-09
24957,Neuenburg,,2018-04-09
24958,Nidwalden,,2018-04-09
24959,Wallis,,2018-04-09
24960,Appenzell Ausserrhoden,100.0,2017-06-29
24961,Schaffhausen,59.0,2017-06-29
24962,Solothurn,57.0,2017-06-29
24963,Luzern,57.0,2017-06-29
24964,Basel-Landschaft,50.0,2017-06-29
24965,Schwyz,47.0,2017-06-29
24966,Graubünden,44.0,2017-06-29
24967,Zug,44.0,2017-06-29
24968,Freiburg,40.0,2017-06-29
24969,Bern,34.0,2017-06-29
24970,Aargau,31.0,2017-06-29
24971,Zürich,29.0,2017-06-29
24972,Basel-Stadt,27.0,2017-06-29
24973,Tessin,22.0,2017-06-29
24974,Neuenburg,22.0,2017-06-29
24975,Wallis,22.0,2017-06-29
24976,Thurgau,19.0,2017-06-29
24977,Sankt Gallen,19.0,2017-06-29
24978,Genf,4.0,2017-06-29
24979,Waadt,3.0,2017-06-29
24980,Appenzell Innerrhoden,,2017-06-29
24981,Glarus,,2017-06-29
24982,Jura,,2017-06-29
24983,Nidwalden,,2017-06-29
24984,Obwalden,,2017-06-29
24985,Uri,,2017-06-29
24986,Uri,100.0,2016-12-24
24987,Schwyz,41.0,2016-12-24
24988,Thurgau,28.0,2016-12-24
24989,Basel-Landschaft,12.0,2016-12-24
24990,Graubünden,10.0,2016-12-24
24991,Luzern,8.0,2016-12-24
24992,Zürich,7.0,2016-12-24
24993,Basel-Stadt,5.0,2016-12-24
24994,Sankt Gallen,4.0,2016-12-24
24995,Aargau,4.0,2016-12-24
24996,Bern,2.0,2016-12-24
24997,Appenzell Innerrhoden,,2016-12-24
24998,Appenzell Ausserrhoden,,2016-12-24
24999,Freiburg,,2016-12-24
25000,Genf,,2016-12-24
25001,Glarus,,2016-12-24
25002,Jura,,2016-12-24
25003,Neuenburg,,2016-12-24
25004,Nidwalden,,2016-12-24
25005,Obwalden,,2016-12-24
25006,Schaffhausen,,2016-12-24
25007,Solothurn,,2016-12-24
25008,Tessin,,2016-12-24
25009,Waadt,,2016-12-24
25010,Wallis,,2016-12-24
25011,Zug,,2016-12-24
25012,Uri,100.0,2017-11-17
25013,Glarus,92.0,2017-11-17
25014,Thurgau,52.0,2017-11-17
25015,Schaffhausen,38.0,2017-11-17
25016,Solothurn,38.0,2017-11-17
25017,Basel-Stadt,35.0,2017-11-17
25018,Aargau,33.0,2017-11-17
25019,Sankt Gallen,29.0,2017-11-17
25020,Basel-Landschaft,26.0,2017-11-17
25021,Graubünden,24.0,2017-11-17
25022,Luzern,23.0,2017-11-17
25023,Schwyz,21.0,2017-11-17
25024,Zürich,20.0,2017-11-17
25025,Bern,17.0,2017-11-17
25026,Zug,16.0,2017-11-17
25027,Freiburg,10.0,2017-11-17
25028,Wallis,10.0,2017-11-17
25029,Tessin,8.0,2017-11-17
25030,Waadt,3.0,2017-11-17
25031,Appenzell Innerrhoden,,2017-11-17
25032,Appenzell Ausserrhoden,,2017-11-17
25033,Genf,,2017-11-17
25034,Jura,,2017-11-17
25035,Neuenburg,,2017-11-17
25036,Nidwalden,,2017-11-17
25037,Obwalden,,2017-11-17
25038,Uri,100.0,2018-01-24
25039,Glarus,46.0,2018-01-24
25040,Schwyz,39.0,2018-01-24
25041,Appenzell Ausserrhoden,30.0,2018-01-24
25042,Sankt Gallen,25.0,2018-01-24
25043,Luzern,25.0,2018-01-24
25044,Aargau,23.0,2018-01-24
25045,Basel-Stadt,22.0,2018-01-24
25046,Thurgau,22.0,2018-01-24
25047,Schaffhausen,22.0,2018-01-24
25048,Solothurn,19.0,2018-01-24
25049,Zürich,18.0,2018-01-24
25050,Zug,16.0,2018-01-24
25051,Bern,16.0,2018-01-24
25052,Graubünden,12.0,2018-01-24
25053,Basel-Landschaft,11.0,2018-01-24
25054,Wallis,11.0,2018-01-24
25055,Waadt,6.0,2018-01-24
25056,Freiburg,5.0,2018-01-24
25057,Genf,2.0,2018-01-24
25058,Appenzell Innerrhoden,,2018-01-24
25059,Jura,,2018-01-24
25060,Neuenburg,,2018-01-24
25061,Nidwalden,,2018-01-24
25062,Obwalden,,2018-01-24
25063,Tessin,,2018-01-24
25064,Appenzell Ausserrhoden,100.0,2017-03-04
25065,Nidwalden,98.0,2017-03-04
25066,Thurgau,63.0,2017-03-04
25067,Schaffhausen,62.0,2017-03-04
25068,Basel-Landschaft,49.0,2017-03-04
25069,Solothurn,40.0,2017-03-04
25070,Aargau,36.0,2017-03-04
25071,Bern,35.0,2017-03-04
25072,Schwyz,33.0,2017-03-04
25073,Graubünden,31.0,2017-03-04
25074,Zug,25.0,2017-03-04
25075,Zürich,24.0,2017-03-04
25076,Luzern,22.0,2017-03-04
25077,Sankt Gallen,22.0,2017-03-04
25078,Basel-Stadt,19.0,2017-03-04
25079,Genf,12.0,2017-03-04
25080,Tessin,10.0,2017-03-04
25081,Wallis,10.0,2017-03-04
25082,Waadt,7.0,2017-03-04
25083,Appenzell Innerrhoden,,2017-03-04
25084,Freiburg,,2017-03-04
25085,Glarus,,2017-03-04
25086,Jura,,2017-03-04
25087,Neuenburg,,2017-03-04
25088,Obwalden,,2017-03-04
25089,Uri,,2017-03-04
25090,Glarus,100.0,2018-08-20
25091,Schwyz,97.0,2018-08-20
25092,Nidwalden,91.0,2018-08-20
25093,Basel-Stadt,77.0,2018-08-20
25094,Sankt Gallen,58.0,2018-08-20
25095,Luzern,50.0,2018-08-20
25096,Zug,44.0,2018-08-20
25097,Graubünden,41.0,2018-08-20
25098,Zürich,41.0,2018-08-20
25099,Bern,40.0,2018-08-20
25100,Solothurn,40.0,2018-08-20
25101,Basel-Landschaft,34.0,2018-08-20
25102,Aargau,29.0,2018-08-20
25103,Thurgau,29.0,2018-08-20
25104,Tessin,15.0,2018-08-20
25105,Waadt,11.0,2018-08-20
25106,Wallis,11.0,2018-08-20
25107,Genf,6.0,2018-08-20
25108,Appenzell Innerrhoden,,2018-08-20
25109,Appenzell Ausserrhoden,,2018-08-20
25110,Freiburg,,2018-08-20
25111,Jura,,2018-08-20
25112,Neuenburg,,2018-08-20
25113,Obwalden,,2018-08-20
25114,Schaffhausen,,2018-08-20
25115,Uri,,2018-08-20
25116,Nidwalden,100.0,2018-02-19
25117,Graubünden,76.0,2018-02-19
25118,Aargau,61.0,2018-02-19
25119,Glarus,58.0,2018-02-19
25120,Obwalden,52.0,2018-02-19
25121,Appenzell Ausserrhoden,46.0,2018-02-19
25122,Luzern,42.0,2018-02-19
25123,Thurgau,40.0,2018-02-19
25124,Sankt Gallen,37.0,2018-02-19
25125,Zug,29.0,2018-02-19
25126,Schaffhausen,28.0,2018-02-19
25127,Schwyz,27.0,2018-02-19
25128,Solothurn,27.0,2018-02-19
25129,Bern,26.0,2018-02-19
25130,Zürich,26.0,2018-02-19
25131,Basel-Stadt,25.0,2018-02-19
25132,Basel-Landschaft,19.0,2018-02-19
25133,Neuenburg,11.0,2018-02-19
25134,Freiburg,11.0,2018-02-19
25135,Waadt,9.0,2018-02-19
25136,Wallis,6.0,2018-02-19
25137,Appenzell Innerrhoden,,2018-02-19
25138,Genf,,2018-02-19
25139,Jura,,2018-02-19
25140,Tessin,,2018-02-19
25141,Uri,,2018-02-19
25142,Glarus,100.0,2016-06-27
25143,Obwalden,32.0,2016-06-27
25144,Schaffhausen,18.0,2016-06-27
25145,Zug,12.0,2016-06-27
25146,Graubünden,12.0,2016-06-27
25147,Schwyz,11.0,2016-06-27
25148,Sankt Gallen,9.0,2016-06-27
25149,Thurgau,6.0,2016-06-27
25150,Basel-Stadt,6.0,2016-06-27
25151,Solothurn,6.0,2016-06-27
25152,Zürich,5.0,2016-06-27
25153,Basel-Landschaft,5.0,2016-06-27
25154,Bern,5.0,2016-06-27
25155,Aargau,4.0,2016-06-27
25156,Luzern,3.0,2016-06-27
25157,Wallis,3.0,2016-06-27
25158,Tessin,2.0,2016-06-27
25159,Genf,1.0,2016-06-27
25160,Waadt,1.0,2016-06-27
25161,Appenzell Innerrhoden,,2016-06-27
25162,Appenzell Ausserrhoden,,2016-06-27
25163,Freiburg,,2016-06-27
25164,Jura,,2016-06-27
25165,Neuenburg,,2016-06-27
25166,Nidwalden,,2016-06-27
25167,Uri,,2016-06-27
25168,Schwyz,100.0,2016-11-19
25169,Schaffhausen,96.0,2016-11-19
25170,Aargau,61.0,2016-11-19
25171,Basel-Landschaft,41.0,2016-11-19
25172,Graubünden,40.0,2016-11-19
25173,Neuenburg,35.0,2016-11-19
25174,Thurgau,32.0,2016-11-19
25175,Zürich,29.0,2016-11-19
25176,Sankt Gallen,27.0,2016-11-19
25177,Basel-Stadt,22.0,2016-11-19
25178,Luzern,21.0,2016-11-19
25179,Freiburg,20.0,2016-11-19
25180,Wallis,19.0,2016-11-19
25181,Solothurn,19.0,2016-11-19
25182,Bern,10.0,2016-11-19
25183,Waadt,10.0,2016-11-19
25184,Appenzell Innerrhoden,,2016-11-19
25185,Appenzell Ausserrhoden,,2016-11-19
25186,Genf,,2016-11-19
25187,Glarus,,2016-11-19
25188,Jura,,2016-11-19
25189,Nidwalden,,2016-11-19
25190,Obwalden,,2016-11-19
25191,Tessin,,2016-11-19
25192,Uri,,2016-11-19
25193,Zug,,2016-11-19
25194,Glarus,100.0,2017-05-14
25195,Nidwalden,86.0,2017-05-14
25196,Appenzell Ausserrhoden,81.0,2017-05-14
25197,Schwyz,51.0,2017-05-14
25198,Thurgau,40.0,2017-05-14
25199,Schaffhausen,40.0,2017-05-14
25200,Basel-Landschaft,37.0,2017-05-14
25201,Sankt Gallen,34.0,2017-05-14
25202,Aargau,33.0,2017-05-14
25203,Solothurn,30.0,2017-05-14
25204,Graubünden,28.0,2017-05-14
25205,Luzern,26.0,2017-05-14
25206,Bern,21.0,2017-05-14
25207,Zürich,20.0,2017-05-14
25208,Zug,16.0,2017-05-14
25209,Basel-Stadt,13.0,2017-05-14
25210,Tessin,7.0,2017-05-14
25211,Appenzell Innerrhoden,,2017-05-14
25212,Freiburg,,2017-05-14
25213,Genf,,2017-05-14
25214,Jura,,2017-05-14
25215,Neuenburg,,2017-05-14
25216,Obwalden,,2017-05-14
25217,Uri,,2017-05-14
25218,Waadt,,2017-05-14
25219,Wallis,,2017-05-14
25220,Obwalden,100.0,2016-02-10
25221,Glarus,49.0,2016-02-10
25222,Appenzell Ausserrhoden,38.0,2016-02-10
25223,Schaffhausen,19.0,2016-02-10
25224,Solothurn,13.0,2016-02-10
25225,Sankt Gallen,12.0,2016-02-10
25226,Basel-Landschaft,12.0,2016-02-10
25227,Graubünden,12.0,2016-02-10
25228,Luzern,10.0,2016-02-10
25229,Aargau,10.0,2016-02-10
25230,Schwyz,10.0,2016-02-10
25231,Bern,10.0,2016-02-10
25232,Thurgau,10.0,2016-02-10
25233,Zürich,9.0,2016-02-10
25234,Basel-Stadt,9.0,2016-02-10
25235,Zug,7.0,2016-02-10
25236,Wallis,5.0,2016-02-10
25237,Genf,2.0,2016-02-10
25238,Waadt,1.0,2016-02-10
25239,Appenzell Innerrhoden,,2016-02-10
25240,Freiburg,,2016-02-10
25241,Jura,,2016-02-10
25242,Neuenburg,,2016-02-10
25243,Nidwalden,,2016-02-10
25244,Tessin,,2016-02-10
25245,Uri,,2016-02-10
25246,Glarus,100.0,2016-08-29
25247,Appenzell Ausserrhoden,72.0,2016-08-29
25248,Zug,46.0,2016-08-29
25249,Schwyz,39.0,2016-08-29
25250,Thurgau,36.0,2016-08-29
25251,Solothurn,33.0,2016-08-29
25252,Basel-Landschaft,31.0,2016-08-29
25253,Basel-Stadt,27.0,2016-08-29
25254,Sankt Gallen,26.0,2016-08-29
25255,Graubünden,25.0,2016-08-29
25256,Luzern,21.0,2016-08-29
25257,Bern,21.0,2016-08-29
25258,Zürich,19.0,2016-08-29
25259,Aargau,14.0,2016-08-29
25260,Freiburg,9.0,2016-08-29
25261,Tessin,8.0,2016-08-29
25262,Waadt,6.0,2016-08-29
25263,Genf,2.0,2016-08-29
25264,Appenzell Innerrhoden,,2016-08-29
25265,Jura,,2016-08-29
25266,Neuenburg,,2016-08-29
25267,Nidwalden,,2016-08-29
25268,Obwalden,,2016-08-29
25269,Schaffhausen,,2016-08-29
25270,Uri,,2016-08-29
25271,Wallis,,2016-08-29
25272,Appenzell Ausserrhoden,100.0,2016-10-03
25273,Nidwalden,44.0,2016-10-03
25274,Schaffhausen,25.0,2016-10-03
25275,Schwyz,21.0,2016-10-03
25276,Basel-Stadt,19.0,2016-10-03
25277,Sankt Gallen,15.0,2016-10-03
25278,Thurgau,15.0,2016-10-03
25279,Zürich,11.0,2016-10-03
25280,Bern,10.0,2016-10-03
25281,Graubünden,10.0,2016-10-03
25282,Aargau,9.0,2016-10-03
25283,Solothurn,8.0,2016-10-03
25284,Zug,8.0,2016-10-03
25285,Luzern,6.0,2016-10-03
25286,Wallis,5.0,2016-10-03
25287,Tessin,3.0,2016-10-03
25288,Waadt,2.0,2016-10-03
25289,Appenzell Innerrhoden,,2016-10-03
25290,Basel-Landschaft,,2016-10-03
25291,Freiburg,,2016-10-03
25292,Genf,,2016-10-03
25293,Glarus,,2016-10-03
25294,Jura,,2016-10-03
25295,Neuenburg,,2016-10-03
25296,Obwalden,,2016-10-03
25297,Uri,,2016-10-03
25298,Obwalden,100.0,2018-03-03
25299,Nidwalden,69.0,2018-03-03
25300,Glarus,64.0,2018-03-03
25301,Thurgau,60.0,2018-03-03
25302,Schaffhausen,53.0,2018-03-03
25303,Aargau,45.0,2018-03-03
25304,Schwyz,43.0,2018-03-03
25305,Zug,40.0,2018-03-03
25306,Luzern,34.0,2018-03-03
25307,Basel-Landschaft,34.0,2018-03-03
25308,Basel-Stadt,33.0,2018-03-03
25309,Bern,33.0,2018-03-03
25310,Sankt Gallen,31.0,2018-03-03
25311,Zürich,23.0,2018-03-03
25312,Graubünden,20.0,2018-03-03
25313,Solothurn,20.0,2018-03-03
25314,Wallis,13.0,2018-03-03
25315,Freiburg,9.0,2018-03-03
25316,Tessin,8.0,2018-03-03
25317,Waadt,5.0,2018-03-03
25318,Appenzell Innerrhoden,,2018-03-03
25319,Appenzell Ausserrhoden,,2018-03-03
25320,Genf,,2018-03-03
25321,Jura,,2018-03-03
25322,Neuenburg,,2018-03-03
25323,Uri,,2018-03-03
25324,Uri,100.0,2015-11-11
25325,Appenzell Ausserrhoden,37.0,2015-11-11
25326,Schaffhausen,34.0,2015-11-11
25327,Solothurn,27.0,2015-11-11
25328,Schwyz,16.0,2015-11-11
25329,Aargau,13.0,2015-11-11
25330,Basel-Landschaft,11.0,2015-11-11
25331,Graubünden,10.0,2015-11-11
25332,Zürich,10.0,2015-11-11
25333,Bern,8.0,2015-11-11
25334,Thurgau,8.0,2015-11-11
25335,Zug,7.0,2015-11-11
25336,Luzern,7.0,2015-11-11
25337,Freiburg,7.0,2015-11-11
25338,Basel-Stadt,6.0,2015-11-11
25339,Sankt Gallen,5.0,2015-11-11
25340,Waadt,3.0,2015-11-11
25341,Appenzell Innerrhoden,,2015-11-11
25342,Genf,,2015-11-11
25343,Glarus,,2015-11-11
25344,Jura,,2015-11-11
25345,Neuenburg,,2015-11-11
25346,Nidwalden,,2015-11-11
25347,Obwalden,,2015-11-11
25348,Tessin,,2015-11-11
25349,Wallis,,2015-11-11
25350,Schaffhausen,100.0,2017-01-23
25351,Uri,81.0,2017-01-23
25352,Glarus,80.0,2017-01-23
25353,Schwyz,70.0,2017-01-23
25354,Graubünden,42.0,2017-01-23
25355,Aargau,38.0,2017-01-23
25356,Basel-Landschaft,26.0,2017-01-23
25357,Thurgau,22.0,2017-01-23
25358,Luzern,22.0,2017-01-23
25359,Sankt Gallen,20.0,2017-01-23
25360,Zürich,20.0,2017-01-23
25361,Bern,18.0,2017-01-23
25362,Basel-Stadt,17.0,2017-01-23
25363,Tessin,16.0,2017-01-23
25364,Solothurn,15.0,2017-01-23
25365,Freiburg,8.0,2017-01-23
25366,Waadt,7.0,2017-01-23
25367,Wallis,7.0,2017-01-23
25368,Appenzell Innerrhoden,,2017-01-23
25369,Appenzell Ausserrhoden,,2017-01-23
25370,Genf,,2017-01-23
25371,Jura,,2017-01-23
25372,Neuenburg,,2017-01-23
25373,Nidwalden,,2017-01-23
25374,Obwalden,,2017-01-23
25375,Zug,,2017-01-23
25376,Appenzell Innerrhoden,100.0,2016-05-13
25377,Obwalden,28.0,2016-05-13
25378,Uri,24.0,2016-05-13
25379,Nidwalden,18.0,2016-05-13
25380,Schaffhausen,11.0,2016-05-13
25381,Zug,7.0,2016-05-13
25382,Graubünden,7.0,2016-05-13
25383,Solothurn,6.0,2016-05-13
25384,Schwyz,6.0,2016-05-13
25385,Thurgau,5.0,2016-05-13
25386,Basel-Landschaft,5.0,2016-05-13
25387,Sankt Gallen,5.0,2016-05-13
25388,Wallis,5.0,2016-05-13
25389,Bern,4.0,2016-05-13
25390,Basel-Stadt,4.0,2016-05-13
25391,Luzern,4.0,2016-05-13
25392,Aargau,4.0,2016-05-13
25393,Zürich,4.0,2016-05-13
25394,Neuenburg,3.0,2016-05-13
